uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"1ff61b32-dc23-4b6a-8560-fe5d87f33b8d","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SURBER.5",,,,"NEON.DOC.000690vE",,,"riffle","surber",5,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"cd5b7bcd-0ccc-4292-9df8-d6792a5bd8a0","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SNAG.2",,,,"NEON.DOC.000690vE",,,"run","snag",2,"pebble",0.079,,25.00,10.00,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"077c12f4-b96a-48c9-a457-58d3cef530e2","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SNAG.1",,,,"NEON.DOC.000690vE",,,"run","snag",1,"cobble",0.080,,32.00,8.00,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"bc3740ff-1040-49eb-aee7-93e63b9c1345","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SURBER.3",,,,"NEON.DOC.000690vE",,,"riffle","surber",3,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"0349edc1-ca42-4436-a65c-df8c8486204f","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SURBER.2",,,,"NEON.DOC.000690vE",,,"riffle","surber",2,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"4ec96cf9-7203-4dc5-ba0e-e92be696c7ef","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SURBER.1",,,,"NEON.DOC.000690vE",,,"riffle","surber",1,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"a6c263d5-7fa8-4e33-935d-9870da97bcf9","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SURBER.4",,,,"NEON.DOC.000690vE",,,"riffle","surber",4,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"5d37dd48-ec41-42b0-a7bd-8070358e7e51","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:00Z","WALK.20150708",2,"STWA.20150708.SNAG.3",,,,"NEON.DOC.000690vE",,,"run","snag",3,"pebble",0.092,,42.00,7.00,,,,"abradner@neoninc.org","pharnage@neoninc.org","legacyData"
"5e5269f6-6510-4255-a356-8cafa3af445a","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.7",,,,"NEON.DOC.000690vE",,,"run","surber",7,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"e20c5ecc-d91c-4968-84ef-c0101805f200","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.2",,,,"NEON.DOC.000690vE",,,"riffle","surber",2,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"e46e329b-a0fc-4373-9c02-bafdc1e92e60","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.1",,,,"NEON.DOC.000690vE",,,"riffle","surber",1,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"475e6d53-cef8-4291-a080-bc190e77d341","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.5",,,,"NEON.DOC.000690vE",,,"riffle","surber",5,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"2f654002-1be3-4cbc-bfa7-d342c4e72df4","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.8",,,,"NEON.DOC.000690vE",,,"run","surber",8,"pebble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"e6aad11c-bd74-433a-968d-1a5787934f32","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.6",,,,"NEON.DOC.000690vE",,,"run","surber",6,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"e6e7f6bb-aa71-43aa-8b79-45083270e8a3","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.3",,,,"NEON.DOC.000690vE",,,"riffle","surber",3,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
"f4766dfe-67a8-4898-ba97-00bf0093bf75","D07","WALK","WALK.AOS.reach",35.957378,-84.279251,1000.0,"WGS84",264.2,1000.0,"stream","2015-07-08T16:10Z","WALK.20150708",2,"WALK.20150708.SURBER.4",,,,"NEON.DOC.000690vE",,,"riffle","surber",4,"cobble",0.093,,,,,,,"abradner@neoninc.org","pharnage@neoninc.org",
