uid,domainID,siteID,namedLocation,passStartTime,passEndTime,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,fishTotalLength,fishWeight,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,dnaSampleID,identifiedBy,remarks
"42516def-f6ed-4a60-9d20-2753212a7044","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,17,"LEPMAC","Lepomis macrochirus","species",,,,66,3.1,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"e54d1920-338b-4e26-bf6e-4df12c481240","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,47,"LEPMAC","Lepomis macrochirus","species",,,,80,6.3,,,,"juvenile","dna sample only","FSH.CRAM.05.20190610.4.0047","FSH.CRAM.05.20190610.4.0047.DNA","0000-0001-8490-5154",
"5c1aba6d-aca8-4a95-9a50-e70b265b8886","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,5,"LEPMAC","Lepomis macrochirus","species",,,,60,2.5,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"c10becd6-af59-484e-8e7c-eca62d2c1ace","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,1,"LEPMAC","Lepomis macrochirus","species",,,,66,3.2,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"97c5392c-fd44-4a82-895d-3002abb68e26","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,4,"LEPMAC","Lepomis macrochirus","species",,,,79,6.2,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"9b7a810d-a40b-4f6d-bb40-1d74bd566ad0","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,18,"LEPMAC","Lepomis macrochirus","species",,,,70,4.2,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"372c2278-c2dc-4443-b730-7f5379706b8a","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,41,"LEPMAC","Lepomis macrochirus","species",,,,69,3.9,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"8451b3ed-5835-4fdc-91bc-7023e7f1e526","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,42,"LEPMAC","Lepomis macrochirus","species",,,,78,5.9,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"dacf15e2-e934-4e6e-ac67-0802b9d64510","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,19,"LEPMAC","Lepomis macrochirus","species",,,,69,3.5,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"d0d087ff-371c-4c8e-87d1-fb85e4d6b304","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,25,"LEPMAC","Lepomis macrochirus","species",,,,67,4.3,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"8f68bc46-9446-47c1-b3fc-dd1a893e0873","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,20,"LEPMAC","Lepomis macrochirus","species",,,,65,3.2,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"e0bf439e-dcef-4d7b-8d81-f925b7383a4a","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,45,"LEPMAC","Lepomis macrochirus","species",,,,73,4.2,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"301c1c00-602e-4ea0-91fb-d49b4d35899c","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,43,"LEPMAC","Lepomis macrochirus","species",,,,70,4.4,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"53d20041-272d-4b86-923c-f96e4c818a6b","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,24,"LEPMAC","Lepomis macrochirus","species",,,,64,3.8,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"3ed3c268-5ada-449d-905c-e02d81c4f2bb","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,6,"LEPMAC","Lepomis macrochirus","species",,,,94,10.5,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
"8482f552-4cca-447e-ba44-8859a9ed6b38","D05","CRAM","CRAM.AOS.riparian.point.05","2019-06-11T02:05Z","2019-06-11T17:50Z","CRAM.20190610.05.4.fyke",4,12,"LEPMAC","Lepomis macrochirus","species",,,,116,22.4,,,,"juvenile","no sample",,,"0000-0001-8490-5154",
