uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"a35169f4-9a2f-4843-a454-d8573ad01731","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RUNS.3",,,,"NEON.DOC.000690vD",,,"run","surber",8,"pebble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"e02eb15f-4f20-48bc-8a33-e236751bce41","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RUNS.2",,,,"NEON.DOC.000690vD",,,"run","surber",7,"pebble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"a8758200-659b-450d-aa15-31159c09cdd0","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RIFFLES.5",,,,"NEON.DOC.000690vD",,,"riffle","surber",5,"cobble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"19e05730-7b99-4f95-95a9-c1ef100fe732","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RIFFLES.4",,,,"NEON.DOC.000690vD",,,"riffle","surber",4,"cobble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"f9c50cf8-2b77-4bad-997d-a7df43ebdbe0","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RIFFLES.1",,,,"NEON.DOC.000690vD",,,"riffle","surber",1,"pebble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"d6ae6152-5668-4545-b9d6-2db76fc60b14","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RUNS.1",,,,"NEON.DOC.000690vD",,,"run","surber",6,"pebble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"b203fd2b-509c-45cf-aefd-fe10b153db6a","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RIFFLES.2",,,,"NEON.DOC.000690vD",,,"riffle","surber",2,"pebble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"3dcc3b32-27a9-4b96-90df-53856e793282","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T12:30Z","CUPE.20150508",1,"CUPE.20150508.RIFFLES.3",,,,"NEON.DOC.000690vD",,,"riffle","surber",3,"pebble",0.093,,,,,,,"mviggiano@neoninc.org","mpagan@neoninc.org",
"9143f2f9-250b-405f-b9b3-849ac932123f","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T16:00Z","CUPE.20150508",1,"STCU.20150508.RUNS.3",,,,"NEON.DOC.000690vD",,,"run","surber",8,"cobble",0.093,,,,,,,"mviggiano@neoninc.org","gfoley@field-ops.org","legacyData"
"fb1c3358-cbec-48c0-aa1a-c5cd9c2984b0","D04","CUPE","CUPE.AOS.reach",18.113520,-66.986760,1000.0,"WGS84",157.0,1000.0,"stream","2015-05-08T16:00Z","CUPE.20150508",1,"STCU.20150508.RIFFLES.2",,,,"NEON.DOC.000690vD",,,"riffle","surber",2,"cobble",0.093,,,,,,,"mviggiano@neoninc.org","gfoley@field-ops.org","legacyData"
