uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"8cf31246-fb94-4005-9a36-5205ab85df18","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.CORE.1",,,,"NEON.DOC.003046vB",,,"pool","core",1,"sand",0.006,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"1df793e2-4e14-4979-b834-434d4845cf1c","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.CORE.2",,,,"NEON.DOC.003046vB",,,"pool","core",2,"sand",0.006,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"620cff63-382a-4d34-8971-f62bd727fbcf","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.SURBER.3",,"HOPB.20170412.SURBER.3.DNA",,"NEON.DOC.003046vB",,,"riffle","surber",3,"cobble",0.093,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"a156326f-4a01-443d-bccc-0459b88d78a0","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.SURBER.1",,,,"NEON.DOC.003046vB",,,"riffle","surber",1,"cobble",0.093,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"95d72188-6520-4b8c-b028-e3a386270c57","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.SURBER.5",,"HOPB.20170412.SURBER.5.DNA",,"NEON.DOC.003046vB",,,"riffle","surber",5,"cobble",0.093,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"d57b0449-17d0-4a31-85c3-799fb049066d","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.CORE.3",,"HOPB.20170412.CORE.3.DNA",,"NEON.DOC.003046vB",,,"pool","core",3,"cobble",0.006,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"38694ebc-7f3a-4756-9a6e-4e142fa48626","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.SURBER.2",,,,"NEON.DOC.003046vB",,,"riffle","surber",2,"cobble",0.093,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"51f19e66-2b93-486c-a6e1-370e7ecd641e","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T13:23Z","HOPB.20170412",1,"HOPB.20170412.SURBER.4",,"HOPB.20170412.SURBER.4.DNA",,"NEON.DOC.003046vB",,,"riffle","surber",4,"cobble",0.093,,,,,,,"adavila@battelleecology.org","adavila@battelleecology.org",
"f49bdf17-4e43-4b45-9f50-92acae737c3a","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T16:00Z","HOPB.20170412",1,"HOPB.20170412.SURBER.5.DNA",,,,"NEON.DOC.003046vB",,,"riffle","surber",5,"cobble",0.093,,,,,,"samples were incorrectly labeled with DNA and processed","adavila@battelleecology.org","adavila@battelleecology.org",
"396401e0-a5bf-4c97-8989-6c21f0ae27d8","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T16:00Z","HOPB.20170412",1,"HOPB.20170412.SURBER.4.DNA",,,,"NEON.DOC.003046vB",,,"riffle","surber",4,"cobble",0.093,,,,,,"samples were incorrectly labeled with DNA and processed","adavila@battelleecology.org","adavila@battelleecology.org",
"7d7c1890-e974-47da-9cc3-90e434387abf","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T16:00Z","HOPB.20170412",1,"HOPB.20170412.CORE.3.DNA",,,,"NEON.DOC.003046vB",,,"pool","core",3,"cobble",0.006,,,,,,"samples were incorrectly labeled with DNA and processed","adavila@battelleecology.org","adavila@battelleecology.org",
"6b8e2ec9-0a80-463c-a53e-0abb9eee6a23","D01","HOPB","HOPB.AOS.reach",42.471941,-72.329526,1000.0,"WGS84",203.4,1000.0,"stream","2017-04-12T16:00Z","HOPB.20170412",1,"HOPB.20170412.SURBER.3.DNA",,,,"NEON.DOC.003046vB",,,"riffle","surber",3,"cobble",0.093,,,,,,"samples were incorrectly labeled with DNA and processed","adavila@battelleecology.org","adavila@battelleecology.org",
