uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"29109587-9c6a-4376-b6b6-aa83e6b22165","D09","PRPO","PRPO.AOS.riparian.point.02","2016-09-26T22:45Z","2016-09-27T18:40Z",1,"PRPO.20160926.02.1.fyke","CULINC","Culaea inconstans",,739,"estimated",,"jeldridge@battelleecology.org","no mortality in bulk processing recorded"
"32f381f7-8c0a-4cb5-9a8f-dd1fd47b1c02","D09","PRPO","PRPO.AOS.riparian.point.02","2016-09-26T22:45Z","2016-09-27T18:40Z",1,"PRPO.20160926.02.1.fyke","PIMPRO","Pimephales promelas",,5230,"estimated",,"jeldridge@battelleecology.org","no mortality in bulk processing recorded"
"7d6ffd8b-5515-4fcc-900c-6328bb1b936a","D09","PRPO","PRPO.AOS.riparian.point.01","2016-09-26T23:30Z","2016-09-27T21:30Z",1,"PRPO.20160926.01.1.fyke","PIMPRO","Pimephales promelas",,5020,"actual",,"jeldridge@battelleecology.org",
"826a65ce-fefd-4eff-a9ca-20e59ad30190","D09","PRPO","PRPO.AOS.riparian.point.01","2016-09-26T23:30Z","2016-09-27T21:30Z",1,"PRPO.20160926.01.1.fyke","CULINC","Culaea inconstans",,845,"actual",,"jeldridge@battelleecology.org",
"05d55d58-8666-4a20-bc1b-b8af6ef39265","D09","PRPO","PRPO.AOS.riparian.point.01","2016-09-26T23:30Z","2016-09-27T21:30Z",1,"PRPO.20160926.01.1.fyke","ACTSPP","Actinopterygii spp.",,2326,"estimated",,"jeldridge@battelleecology.org","likely includes PIMPRO and CULINC but not ETHEXI"
"d100f3d5-1b64-4774-93bc-46bfd320a206","D09","PRPO","PRPO.AOS.riparian.point.01","2016-09-26T23:30Z","2016-09-27T21:30Z",1,"PRPO.20160926.01.1.fyke","ETHEXI","Etheostoma exile",,162,"actual",,"jeldridge@battelleecology.org",
"38ec9f57-1aed-496d-b1e1-9bb4bac1e803","D09","PRPO","PRPO.AOS.riparian.point.08","2016-09-27T23:37Z","2016-09-28T14:32Z",1,"PRPO.20160927.08.1.fyke","CULINC","Culaea inconstans",,198,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets"
"021e6597-bc01-4056-ad7a-637544343e94","D09","PRPO","PRPO.AOS.riparian.point.08","2016-09-27T23:37Z","2016-09-28T14:32Z",1,"PRPO.20160927.08.1.fyke","PIMPRO","Pimephales promelas",,4233,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets"
"49cb04d3-b779-4da2-9276-2bdff446d57f","D09","PRPO","PRPO.AOS.riparian.point.08","2016-09-27T23:37Z","2016-09-28T14:32Z",1,"PRPO.20160927.08.1.fyke","ETHEXI","Etheostoma exile",,16,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets"
"733f3d21-b1ef-4e02-848f-751840988dcf","D09","PRPO","PRPO.AOS.riparian.point.07","2016-09-28T00:13Z","2016-09-28T14:28Z",1,"PRPO.20160927.07.1.fyke","CULINC","Culaea inconstans",,184,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets"
"d6a6133c-e643-49dc-89a7-36e8dc9a2f46","D09","PRPO","PRPO.AOS.riparian.point.07","2016-09-28T00:13Z","2016-09-28T14:28Z",1,"PRPO.20160927.07.1.fyke","PIMPRO","Pimephales promelas",,3922,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets"
"8a9616d0-70b2-438a-ae7a-d1464c20d701","D09","PRPO","PRPO.AOS.riparian.point.05","2016-09-28T01:15Z","2016-09-28T04:15Z",2,"PRPO.20160927.05.2.e-fisher","PIMPRO","Pimephales promelas",,21,"actual",,"jeldridge@battelleecology.org",
"eeaa2172-a43e-49b1-a73e-378f8203657e","D09","PRPO","PRPO.AOS.riparian.point.05","2016-09-28T01:15Z","2016-09-28T04:15Z",3,"PRPO.20160927.05.3.e-fisher","ETHEXI","Etheostoma exile",,3,"actual",,"jeldridge@battelleecology.org",
"9b41d08c-1445-4c2d-b4d5-a1b836709556","D09","PRPO","PRPO.AOS.riparian.point.05","2016-09-28T01:15Z","2016-09-28T04:15Z",1,"PRPO.20160927.05.1.e-fisher","PIMPRO","Pimephales promelas",,3,"actual",,"jeldridge@battelleecology.org",
"82a1b468-5120-43d9-b8f4-17f2b235531c","D09","PRPO","PRPO.AOS.riparian.point.05","2016-09-28T01:15Z","2016-09-28T04:15Z",3,"PRPO.20160927.05.3.e-fisher","PIMPRO","Pimephales promelas",,13,"actual",,"jeldridge@battelleecology.org",
"827ba645-7fd7-48cf-b6b0-3dc042b9a362","D09","PRPO","PRPO.AOS.riparian.point.05","2016-09-28T01:15Z","2016-09-28T04:15Z",2,"PRPO.20160927.05.2.e-fisher","ETHEXI","Etheostoma exile",,10,"actual",,"jeldridge@battelleecology.org",
"6c49994a-9dd7-4a52-8a5f-ec3e23e48769","D09","PRPO","PRPO.AOS.riparian.point.09","2016-09-28T23:30Z","2016-09-29T16:15Z",1,"PRPO.20160928.09.1.fyke","ETHEXI","Etheostoma exile",,5,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets. not sure if processed ETHEXI are in addition to bulk count fish"
"d0c6796f-6fbd-44f4-9959-f52759ebd724","D09","PRPO","PRPO.AOS.riparian.point.09","2016-09-28T23:30Z","2016-09-29T16:15Z",1,"PRPO.20160928.09.1.fyke","PIMPRO","Pimephales promelas",,2974,"estimated",,"jeldridge@battelleecology.org","bulk count calculations a bit unclear on datasheets. PIPR estimate is probably correct"
