uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"ab1dd17c-8646-427f-a1d5-d821977d8a82","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,"NEON.DOC.000690vD","other",,"run",,5,,,,,,,,"runs not sampled during early bout","sparker@battelleecology.org",,"legacyData"
"90943856-eedd-4d96-9c4a-8661ce3a4730","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,"NEON.DOC.000690vD","other",,"run",,4,,,,,,,,"runs not sampled during early bout","sparker@battelleecology.org",,"legacyData"
"c90190ad-ee59-4d25-a155-6cd0b084bf14","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,"NEON.DOC.000690vD","other",,"run",,1,,,,,,,,"runs not sampled during early bout","sparker@battelleecology.org",,"legacyData"
"9b32618c-cdda-438b-b6f0-06d30596f8bb","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,"NEON.DOC.000690vD","other",,"run",,2,,,,,,,,"runs not sampled during early bout","sparker@battelleecology.org",,"legacyData"
"ba9e3faf-c2ff-42a5-873d-d8166391369f","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,"NEON.DOC.000690vD","other",,"run",,3,,,,,,,,"runs not sampled during early bout","sparker@battelleecology.org",,"legacyData"
"577475ad-c803-4b7e-b3a8-ce32c0425d6e","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,"MAYF.20141114.SNAG.1",,,,"NEON.DOC.000690vD",,,"riffle","snag",1,"sand",0.146,,58.00,8.00,,,,"ctran@neoninc.org","khammer@field-ops.org",
"9983d197-aac0-4e8b-bd2c-7f10c2035232","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,"MAYF.20141114.SNAG.2",,,,"NEON.DOC.000690vD",,,"riffle","snag",2,"sand",0.106,,84.00,4.00,,,,"ctran@neoninc.org","khammer@field-ops.org",
"4e7b0771-6773-4989-ac6e-ff20cb7388d5","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,"MAYF.20141114.SNAG.3",,,,"NEON.DOC.000690vD",,,"riffle","snag",3,"sand",0.021,,34.00,2.00,,,,"ctran@neoninc.org","khammer@field-ops.org",
"2348baa7-d514-4e9a-8d15-a8c345a14c9f","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T18:00Z","MAYF.20141114",3,"STMA.20141114.SNAG.1",,,,"NEON.DOC.000690vD",,,"riffle","snag",1,"sand",0.139,,68.00,6.50,,,,"ctran@neoninc.org","khammer@field-ops.org","legacyData"
"49c6a800-2cbc-4e00-ac52-344079379d4a","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T18:00Z","MAYF.20141114",3,"STMA.20141114.SNAG.2",,,,"NEON.DOC.000690vD",,,"riffle","snag",2,"sand",0.131,,32.00,13.00,,,,"ctran@neoninc.org","khammer@field-ops.org","legacyData"
"bb2e930a-4be3-4908-8434-c690ec70ef7d","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T18:00Z","MAYF.20141114",3,"STMA.20141114.SNAG.3",,,,"NEON.DOC.000690vD",,,"riffle","snag",3,"sand",0.070,,28.00,8.00,,,,"ctran@neoninc.org","khammer@field-ops.org","legacyData"
