uid,domainID,siteID,namedLocation,collectDate,sortDate,qcSortDate,sampleID,sampleCode,mixedInvertVialID,mixedInvertVialCode,chironomidVialID,chironomidVialCode,oligochaeteVialID,oligochaeteVialCode,largeInvertVialID,largeInvertVialCode,testProtocolVersion,primaryMatrix,preRinseVolume,postRinseVolume,subsamplePercent,qcSortingEfficacy,qcIterationCount,qcPercentSimilarity,laboratoryName,sortedBy,qcSortedBy,benchRemarks,dataQF,qcEnumerationDifference,qcTaxonomicDifference
"a211c3cb-1088-40af-89e3-debe34a0ac48","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-02",,"KING.20150706.CORE.2",,"KING.20150706.CORE.2",,,,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","6kOCykFxcpQ=",,"Rock","legacyData",,
"166b19bc-d0fb-468a-86a0-9e0057a5c577","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-03",,"KING.20150706.CORE.3",,"KING.20150706.CORE.3",,,,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","LU7kIlr9x8g=",,"organic","legacyData",,
"c516fd8e-003d-42bf-8f75-fdd55d362762","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-01","2016-03-01","KING.20150706.KICKNET.2",,"KING.20150706.KICKNET.2",,"KING.20150706.KICKNET.2",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,100.0,1,100.0,"GEI Consultants Inc.","LU7kIlr9x8g=","a6ukzEFqTh0=","Rock","legacyData",,
"292711e0-48c0-4fe9-b70c-4059566cab7a","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-02",,"KING.20150706.KICKNET.3",,"KING.20150706.KICKNET.3",,"KING.20150706.KICKNET.3",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","6kOCykFxcpQ=",,"Rock","legacyData",,
"6d3e59b0-408b-400d-bbbf-552d0ca61a7d","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-02",,"KING.20150706.KICKNET.1",,"KING.20150706.KICKNET.1",,"KING.20150706.KICKNET.1",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,30.0,,,,"GEI Consultants Inc.","UhFlBkVZ9Gs=",,"organic","legacyData",,
"641794bf-72e5-492c-967f-152447fde0e5","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-02",,"KING.20150706.KICKNET.5",,"KING.20150706.KICKNET.5",,"KING.20150706.KICKNET.5",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","HWlU68pEmuc=",,"Rock","legacyData",,
"f41f6b0f-c479-4e71-a199-902d6c575b30","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-02",,"KING.20150706.CORE.1",,"KING.20150706.CORE.1",,"KING.20150706.CORE.1",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","LU7kIlr9x8g=",,"Rock","legacyData",,
"c884bd6e-bab8-44c8-b3fb-525e59ead211","D06","KING","KING.AOS.reach","2015-07-06T16:46Z","2016-03-02",,"KING.20150706.KICKNET.4",,"KING.20150706.KICKNET.4",,"KING.20150706.KICKNET.4",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","HWlU68pEmuc=",,"Rock","legacyData",,
"e0b10ca2-dec0-4bb5-9bf8-50e1a7fa8700","D06","KING","KING.AOS.reach","2015-07-06T17:00Z","2016-03-01",,"STKG.20150706.CORE.2",,"STKG.20150706.CORE.2",,"STKG.20150706.CORE.2",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","UhFlBkVZ9Gs=",,"Rock","legacyData",,
"ae5dddc1-e7c1-48f7-8664-ac54c22f9df6","D06","KING","KING.AOS.reach","2015-07-06T17:00Z","2016-03-01",,"STKG.20150706.CORE.1",,"STKG.20150706.CORE.1",,"STKG.20150706.CORE.1",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","LU7kIlr9x8g=",,"Rock","legacyData",,
"ab43953a-3ec5-41e4-9ee4-3fd59361efcd","D06","KING","KING.AOS.reach","2015-07-06T17:00Z","2016-02-29","2016-02-29","STKG.20150706.KICKNET.2",,"STKG.20150706.KICKNET.2",,"STKG.20150706.KICKNET.2",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,97.6,1,97.6,"GEI Consultants Inc.","UhFlBkVZ9Gs=","a6ukzEFqTh0=","Rock","legacyData",,
"fe41a5dd-d594-4aa7-8001-17e27faa02b7","D06","KING","KING.AOS.reach","2015-07-06T17:00Z","2016-03-01",,"STKG.20150706.KICKNET.4",,"STKG.20150706.KICKNET.4",,"STKG.20150706.KICKNET.4",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","6kOCykFxcpQ=",,"Rock","legacyData",,
"6e25cfc3-9a4b-403d-9152-60aca6e1d0d8","D06","KING","KING.AOS.reach","2015-07-06T17:00Z","2016-02-29",,"STKG.20150706.KICKNET.3",,"STKG.20150706.KICKNET.3",,"STKG.20150706.KICKNET.3",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","LU7kIlr9x8g=",,"organic","legacyData",,
"99f379f1-1f3c-4587-89e0-66821d526c1b","D06","KING","KING.AOS.reach","2015-07-06T17:00Z","2016-03-02",,"STKG.20150706.CORE.3",,"STKG.20150706.CORE.3",,"STKG.20150706.CORE.3",,,,,,"GEI_Macroinvertebrate_Identification_Revision5","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","6kOCykFxcpQ=",,"Rock","legacyData",,
