uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"d23daf4e-0810-45cc-aee2-3ed83e1470da","D01","HOPB","HOPB.AOS.fish.point.04","2016-10-25T18:20Z","2016-10-25T19:00Z",3,"HOPB.20161025.04.3.e-fisher","RHIATR","Rhinichthys atratulus",,1,"actual",,"adavila@battelleecology.org",
"cf979b0b-110e-44ca-8c75-4defb2637343","D01","HOPB","HOPB.AOS.fish.point.05","2016-10-25T20:00Z","2016-10-25T20:30Z",1,"HOPB.20161025.05.1.e-fisher","RHIATR","Rhinichthys atratulus",,7,"actual",,"adavila@battelleecology.org",
"a114c83a-7f0d-423c-aeed-8bc16c62f1dc","D01","HOPB","HOPB.AOS.fish.point.06","2016-10-26T14:30Z","2016-10-26T17:05Z",1,"HOPB.20161026.06.1.e-fisher","RHIATR","Rhinichthys atratulus",,16,"actual",,"adavila@battelleecology.org",
"ea369b4f-e5c7-400f-be07-507e103ad1ae","D01","HOPB","HOPB.AOS.fish.point.06","2016-10-26T15:50Z","2016-10-26T16:20Z",2,"HOPB.20161026.06.2.e-fisher","RHIATR","Rhinichthys atratulus",,40,"actual",,"adavila@battelleecology.org",
"42cbe784-565a-4415-8219-2b311250399a","D01","HOPB","HOPB.AOS.fish.point.06","2016-10-26T16:40Z","2016-10-26T17:05Z",3,"HOPB.20161026.06.3.e-fisher","RHIATR","Rhinichthys atratulus",,33,"actual",,"adavila@battelleecology.org",
"6255228f-9618-438d-b650-2c55a9c707fe","D01","HOPB","HOPB.AOS.fish.point.09","2016-10-27T13:20Z","2016-10-27T14:00Z",1,"HOPB.20161027.09.1.e-fisher","SEMATR","Semotilus atromaculatus",,1,"actual",,"adavila@battelleecology.org",
"0bb0568c-6961-47ee-9ebe-2a22a50b0c6a","D01","HOPB","HOPB.AOS.fish.point.09","2016-10-27T13:20Z","2016-10-27T14:00Z",1,"HOPB.20161027.09.1.e-fisher","RHIATR","Rhinichthys atratulus",,58,"actual",,"adavila@battelleecology.org",
"63d6d04e-27f7-4e3a-bec0-e42240de0be1","D01","HOPB","HOPB.AOS.fish.point.10","2016-10-27T15:20Z","2016-10-27T16:40Z",1,"HOPB.20161027.10.1.e-fisher","RHIATR","Rhinichthys atratulus",,39,"actual",,"adavila@battelleecology.org",
"2f061ff2-4f1e-4e27-892a-6bf31bea2ba2","D01","HOPB","HOPB.AOS.fish.point.10","2016-10-27T15:20Z","2016-10-27T16:40Z",1,"HOPB.20161027.10.1.e-fisher","SEMATR","Semotilus atromaculatus",,9,"actual",,"adavila@battelleecology.org",
"9af3d3e3-9b70-4e60-ba51-1b557d44d1b7","D01","HOPB","HOPB.AOS.fish.point.10","2016-10-27T16:00Z","2016-10-27T16:00Z",3,"HOPB.20161027.10.3.e-fisher","RHIATR","Rhinichthys atratulus",,46,"actual",,"adavila@battelleecology.org",
"89468c7d-cf57-41b1-85cb-29a07c7608c8","D01","HOPB","HOPB.AOS.fish.point.10","2016-10-27T16:00Z","2016-10-27T16:00Z",3,"HOPB.20161027.10.3.e-fisher","SEMATR","Semotilus atromaculatus",,24,"actual",,"adavila@battelleecology.org",
"f7d1e8e4-67be-4f31-858a-430cf71ce35f","D01","HOPB","HOPB.AOS.fish.point.10","2016-10-27T17:00Z","2016-10-27T17:40Z",2,"HOPB.20161027.10.2.e-fisher","SEMATR","Semotilus atromaculatus",,38,"actual",,"adavila@battelleecology.org",
"af51f2ec-b0c5-40f5-9f73-91dd514af0c1","D01","HOPB","HOPB.AOS.fish.point.10","2016-10-27T17:00Z","2016-10-27T17:40Z",2,"HOPB.20161027.10.2.e-fisher","RHIATR","Rhinichthys atratulus",,67,"actual",,"adavila@battelleecology.org",
