uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"f1f99c54-2120-486b-bb0f-79343a3e4a45","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.KICKNET.2","A00000031566",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",2,"sand",0.250,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"f32b0a60-2dc8-4a6d-b393-2be43eaa758b","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.SURBER.2","A00000031567",,,"NEON.DOC.003046vC",,,"riffle","surber",2,"cobble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"9cf4d282-4314-407d-9df9-7ba9d03233ca","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.KICKNET.1","A00000031569",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",1,"sand",0.250,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"79246852-8498-43dc-affc-877bd547bcdd","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.SURBER.3","A00000031565","COMO.20180807.SURBER.3.DNA","A00000031571","NEON.DOC.003046vC",,,"riffle","surber",3,"cobble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"6d94a11a-b63c-4771-92ce-6aa8918db0c8","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.SURBER.1","A00000019258","COMO.20180807.SURBER.1.DNA","A00000031570","NEON.DOC.003046vC",,,"riffle","surber",1,"cobble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"49fef1df-0dd1-446a-b311-142ab94352b5","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.SURBER.5","A00000031568","COMO.20180807.SURBER.5.DNA","A00000031596","NEON.DOC.003046vC",,,"riffle","surber",5,"cobble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"ab6dfc08-6b8d-4924-a8ab-9eac296739e1","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.KICKNET.3","A00000031563",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",3,"sand",0.250,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"2e509c0f-353d-456f-9ca9-b0d0d45441f4","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-07T15:52Z","COMO.20180807",2,"COMO.20180807.SURBER.4","A00000031564",,,"NEON.DOC.003046vC",,,"riffle","surber",4,"cobble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"fe16b050-21e4-4ff6-98b9-759df90db9cb","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.SURBER.3","A00000020164","COMO.20180829.SURBER.3.DNA","A00000020146","NEON.DOC.003046vC",,,"riffle","surber",3,"cobble",0.093,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"e4113c6c-9927-494b-a733-2fb6aa029ca8","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.KICKNET.1","A00000020163",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",1,"sand",0.250,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"cea32a9a-4092-41eb-9014-1b50cb58a827","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.KICKNET.2","A00000020162",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",2,"sand",0.250,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"dba55cc8-dfa6-41d4-9ffe-c54d725d9b3c","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.SURBER.1","A00000020143","COMO.20180829.SURBER.1.DNA","A00000020145","NEON.DOC.003046vC",,,"riffle","surber",1,"cobble",0.093,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"6ec82ec3-393e-41ef-a51b-25a8f5793c6a","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.SURBER.4","A00000020167",,,"NEON.DOC.003046vC",,,"riffle","surber",4,"cobble",0.093,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"10422fb1-7dd8-4ad7-a971-e730772e4abc","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.SURBER.5","A00000020165","COMO.20180829.SURBER.5.DNA","A00000020147","NEON.DOC.003046vC",,,"riffle","surber",5,"cobble",0.093,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"952a5e94-74e8-4baf-8f29-5080754b961a","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.KICKNET.3","A00000020166",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",3,"sand",0.250,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
"dd0a25ca-3b87-4cec-8568-0361b73503a8","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2018-08-29T14:39Z","COMO.20180829",3,"COMO.20180829.SURBER.2","A00000020144",,,"NEON.DOC.003046vC",,,"riffle","surber",2,"cobble",0.093,,,,,,,"rlehrter@battelleecology.org","rlehrter@battelleecology.org",
