uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"71beee01-48a6-418f-9389-552a0983912d","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.KICKNET.3","A00000091745",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",3,"sand",0.250,,,,,,,"0000-0002-7071-0855",,
"30acbbc2-ef8e-4897-878a-d3994cd3f7cb","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.SURBER.5","A00000091726","COMO.20190807.SURBER.5.DNA","A00000091652","NEON.DOC.003046vC",,,"riffle","surber",5,"cobble",0.093,,,,,,,"0000-0002-7071-0855",,
"0c8fcd1b-ba80-487a-b5f5-945735e658a2","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.KICKNET.1","A00000091744",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",1,"sand",0.250,,,,,,,"0000-0002-7071-0855",,
"9353129e-61c1-4752-8a62-46cceaa04337","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.KICKNET.2","A00000091746",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",2,"sand",0.250,,,,,,,"0000-0002-7071-0855",,
"aa4fd50d-087a-4397-8aff-75a763ac576d","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.SURBER.4","A00000091727",,,"NEON.DOC.003046vC",,,"riffle","surber",4,"cobble",0.093,,,,,,,"0000-0002-7071-0855",,
"e29aa85f-9867-44f5-872e-26cdb14f2b7b","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.SURBER.2","A00000091743",,,"NEON.DOC.003046vC",,,"riffle","surber",2,"cobble",0.093,,,,,,,"0000-0002-7071-0855",,
"7a350f06-f63c-4b80-8321-74ca3c9e22d1","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.SURBER.1","A00000091712","COMO.20190807.SURBER.1.DNA","A00000091686","NEON.DOC.003046vC",,,"riffle","surber",1,"cobble",0.093,,,,,,,"0000-0002-7071-0855",,
"28c0255c-0e10-4888-97bf-437941073649","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-07T20:09Z","COMO.20190807",2,"COMO.20190807.SURBER.3","A00000091728","COMO.20190807.SURBER.3.DNA","A00000091669","NEON.DOC.003046vC",,,"riffle","surber",3,"cobble",0.093,,,,,,,"0000-0002-7071-0855",,
"22255909-c568-4ae5-9e15-afe52dc65894","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-26T15:08Z","COMO.20190826",3,"COMO.20190826.KICKNET.2","A00000050499",,,"NEON.DOC.003046vC",,,"run","modifiedKicknet",2,"sand",0.250,,,,,,,"0000-0001-6869-2611","0000-0001-7092-2850",
"ebc03546-19af-4058-8319-7f83479899a1","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2019-08-26T15:08Z","COMO.20190826",3,"COMO.20190826.SURBER.2","A00000050501",,,"NEON.DOC.003046vC",,,"riffle","surber",2,"cobble",0.093,,,,,,,"0000-0001-6869-2611","0000-0001-7092-2850",
