uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"991b95f6-0f3d-4a51-b3e6-17a6aa4a02ae","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.SURBER.1",,,,"NEON.DOC.003046vA",,,"riffle","surber",1,"cobble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"1f568ea3-0587-4341-a4d5-6eefda9d696c","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.KICKNET.1",,,,"NEON.DOC.003046vA",,,"run","modifiedKicknet",1,"sand",0.250,,,,,,"Channelized marsh area","Legli@Battelleecology.org","Hschartel@battelleecology.org",
"444de155-f5cb-4b45-97cb-2857ef22367a","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.KICKNET.3",,,,"NEON.DOC.003046vA",,,"run","modifiedKicknet",3,"sand",0.250,,,,,,"Channelized marsh area","Legli@Battelleecology.org","Hschartel@battelleecology.org",
"c3067160-871b-4889-84c6-d95cbcd6a30b","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.SURBER.4",,,,"NEON.DOC.003046vA",,,"riffle","surber",4,"sand",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"2c83724a-11ef-410f-a67a-b9f1062badb2","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.SURBER.3",,,,"NEON.DOC.003046vA",,,"riffle","surber",3,"sand",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"39bb0bd2-12f9-4f16-a2b5-579d35f26077","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.SURBER.2",,,,"NEON.DOC.003046vA",,,"riffle","surber",2,"pebble",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"31662d85-2ef0-4ea7-bdbe-3aab82ec95c6","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.SURBER.5",,,,"NEON.DOC.003046vA",,,"riffle","surber",5,"boulder",0.093,,,,,,,"Legli@Battelleecology.org","Hschartel@battelleecology.org",
"271e53fb-ac43-4545-8ac2-3b794d904c48","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-03T15:29Z","COMO.20170803",2,"COMO.20170803.KICKNET.2",,,,"NEON.DOC.003046vA",,,"run","modifiedKicknet",2,"sand",0.250,,,,,,"Channelized marsh area","Legli@Battelleecology.org","Hschartel@battelleecology.org",
"7a4f1c96-0bec-4805-b3a0-897594351de7","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-30T15:26Z","COMO.20170830",3,"COMO.20170830.KICKNET.1",,,,"NEON.DOC.003046vA",,,"run","modifiedKicknet",1,"sand",0.250,,,,,,,"Bnance@battelleecology.org","Bnance@battelleecology.org",
"9094e72e-5171-43c0-8a5e-a4704bdcb8ec","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2017-08-30T15:26Z","COMO.20170830",3,"COMO.20170830.SURBER.2",,,,"NEON.DOC.003046vA",,,"riffle","surber",2,"cobble",0.093,,,,,,,"Bnance@battelleecology.org","Bnance@battelleecology.org",
