uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"5d6caca4-8cc9-44a7-bf2d-e393051a9b3b","D11","PRIN","PRIN.AOS.fish.point.02","2017-11-13T17:45Z","2017-11-13T18:26Z",1,"PRIN.20171113.02.1.e-fisher","GAMAFF","Gambusia affinis",,48,"actual",,"Lhostert@battelleecology.org",
"f5873536-14d5-49b0-9dc1-187b1ff5fc0c","D11","PRIN","PRIN.AOS.fish.point.03","2017-11-14T15:56Z","2017-11-14T16:34Z",1,"PRIN.20171114.03.1.e-fisher","GAMAFF","Gambusia affinis",,65,"actual",,"Lhostert@battelleecology.org",
"29219ff1-a518-4324-9ba9-fa1ab09f5a17","D11","PRIN","PRIN.AOS.fish.point.03","2017-11-14T18:20Z","2017-11-14T18:48Z",2,"PRIN.20171114.03.2.e-fisher","FUNNOT","Fundulus notatus",,31,"actual",,"Lhostert@battelleecology.org",
"f5484144-7c8f-4fa8-8350-52adafda2228","D11","PRIN","PRIN.AOS.fish.point.03","2017-11-14T18:20Z","2017-11-14T18:48Z",2,"PRIN.20171114.03.2.e-fisher","GAMAFF","Gambusia affinis",,95,"actual",,"Lhostert@battelleecology.org",
"c4b97e72-8719-486e-90a0-93a9ff050065","D11","PRIN","PRIN.AOS.fish.point.03","2017-11-14T19:40Z","2017-11-14T20:09Z",3,"PRIN.20171114.03.3.e-fisher","GAMAFF","Gambusia affinis",,51,"actual",,"Lhostert@battelleecology.org",
"21ba7ec2-0c96-4766-b91f-042f47d49490","D11","PRIN","PRIN.AOS.fish.point.03","2017-11-14T19:40Z","2017-11-14T20:09Z",3,"PRIN.20171114.03.3.e-fisher","FUNNOT","Fundulus notatus",,21,"actual",,"Lhostert@battelleecology.org",
"37d0f66b-ff46-42eb-ac28-b5e4034815dc","D11","PRIN","PRIN.AOS.fish.point.07","2017-11-15T15:35Z","2017-11-15T16:05Z",1,"PRIN.20171115.07.1.e-fisher","GAMAFF","Gambusia affinis",,20,"actual",,"Lhostert@battelleecology.org",
"4f4075cd-5e66-4b09-b82c-18557fcf7151","D11","PRIN","PRIN.AOS.fish.point.07","2017-11-15T15:35Z","2017-11-15T16:05Z",1,"PRIN.20171115.07.1.e-fisher","FUNNOT","Fundulus notatus",,57,"actual",,"Lhostert@battelleecology.org",
"b84fda16-8868-4aa1-8113-8a0c3dac6ddf","D11","PRIN","PRIN.AOS.fish.point.07","2017-11-15T17:22Z","2017-11-15T17:47Z",2,"PRIN.20171115.07.2.e-fisher","POESP2","Poeciliidae sp.",,145,"actual",,"Lhostert@battelleecology.org",
"6c64ecbe-5759-4194-a60e-1eb155935529","D11","PRIN","PRIN.AOS.fish.point.07","2017-11-15T17:22Z","2017-11-15T17:47Z",2,"PRIN.20171115.07.2.e-fisher","FUNNOT","Fundulus notatus",,41,"actual",,"Lhostert@battelleecology.org",
"a24fff98-25b6-40e4-9b54-9046c64e2a99","D11","PRIN","PRIN.AOS.fish.point.07","2017-11-15T18:45Z","2017-11-15T19:07Z",3,"PRIN.20171115.07.3.e-fisher","GAMAFF","Gambusia affinis",,92,"actual",,"Lhostert@battelleecology.org",
"9f58e770-4d87-48fb-b62f-89224ee4f6a7","D11","PRIN","PRIN.AOS.fish.point.07","2017-11-15T18:45Z","2017-11-15T19:07Z",3,"PRIN.20171115.07.3.e-fisher","FUNNOT","Fundulus notatus",,28,"actual",,"Lhostert@battelleecology.org",
"bf651843-46bb-4cb7-94b6-9d6e21e27f35","D11","PRIN","PRIN.AOS.fish.point.05","2017-11-15T19:57Z","2017-11-15T20:37Z",1,"PRIN.20171115.05.1.e-fisher","FUNNOT","Fundulus notatus",,18,"actual",,"Lhostert@battelleecology.org",
"b07fc106-ba24-456d-948f-7f5af747b88e","D11","PRIN","PRIN.AOS.fish.point.05","2017-11-15T19:57Z","2017-11-15T20:37Z",1,"PRIN.20171115.05.1.e-fisher","GAMAFF","Gambusia affinis",,96,"actual",,"Lhostert@battelleecology.org",
"c3e82130-759d-4bb3-9bc8-4c88fd8f50ab","D11","PRIN","PRIN.AOS.fish.point.09","2017-11-16T15:35Z","2017-11-16T16:05Z",1,"PRIN.20171116.09.1.e-fisher","GAMAFF","Gambusia affinis",,63,"actual",,"cburton@battelleecology.org",
"c0f6ed36-fd15-4fdb-a5e8-dd5dfe8cad43","D11","PRIN","PRIN.AOS.fish.point.10","2017-11-16T17:30Z","2017-11-16T17:52Z",1,"PRIN.20171116.10.1.e-fisher","GAMAFF","Gambusia affinis",,24,"actual",,"cburton@battelleecology.org",
"7ca70ec8-c5d2-4cd5-8674-ebfe715dae91","D11","PRIN","PRIN.AOS.fish.point.10","2017-11-16T19:03Z","2017-11-16T19:23Z",2,"PRIN.20171116.10.2.e-fisher","GAMAFF","Gambusia affinis",,67,"actual",,"cburton@battelleecology.org",
"c0bb1cac-8a0f-4941-8fec-4cd3b0da724e","D11","PRIN","PRIN.AOS.fish.point.10","2017-11-16T19:57Z","2017-11-16T20:14Z",3,"PRIN.20171116.10.3.e-fisher","GAMAFF","Gambusia affinis",,41,"actual",,"cburton@battelleecology.org",
