uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"3d60ffcf-1f35-4e44-b241-08f03834b7ad","D06","KING","KING.AOS.fish.point.01","2020-10-19T14:02Z","2020-10-19T15:31Z",1,"KING.20201019.01.1.e-fisher","CATCOM","Catostomus commersonii",,22,"actual",,"0000-0003-1449-7081",
"a9d75ff7-4c58-481c-b1db-fe082b60df1f","D06","KING","KING.AOS.fish.point.01","2020-10-19T14:02Z","2020-10-19T15:31Z",1,"KING.20201019.01.1.e-fisher","CHRERY","Chrosomus erythrogaster",,704,"actual",,"0000-0003-1449-7081",
"51a45b45-51d6-4055-8500-91ec9f84d2ac","D06","KING","KING.AOS.fish.point.01","2020-10-19T14:02Z","2020-10-19T15:31Z",1,"KING.20201019.01.1.e-fisher","ETHSPE","Etheostoma spectabile",,57,"actual",,"0000-0003-1449-7081",
"bbb4e6a5-035a-4efa-8082-0cfc58e4411d","D06","KING","KING.AOS.fish.point.01","2020-10-19T20:49Z","2020-10-19T21:40Z",2,"KING.20201019.01.2.e-fisher","NOTSP","Notropis sp.",,27,"actual",,"0000-0003-1449-7081","Emerald shiner"
"8594cfd1-ab88-4de6-af2e-2fc3a76991ec","D06","KING","KING.AOS.fish.point.01","2020-10-19T20:49Z","2020-10-19T21:40Z",2,"KING.20201019.01.2.e-fisher","CAMANO","Campostoma anomalum",,72,"actual",,"0000-0003-1449-7081",
"3a0a9f28-cc77-480e-9102-abe4e65e80f3","D06","KING","KING.AOS.fish.point.01","2020-10-19T20:49Z","2020-10-19T21:40Z",2,"KING.20201019.01.2.e-fisher","CHRERY","Chrosomus erythrogaster",,755,"actual",,"0000-0003-1449-7081",
"7287c9e7-9562-418e-bcda-77631fe4ba36","D06","KING","KING.AOS.fish.point.01","2020-10-19T20:49Z","2020-10-19T21:40Z",2,"KING.20201019.01.2.e-fisher","ETHSPE","Etheostoma spectabile",,67,"actual",,"0000-0003-1449-7081",
"c5df2a06-462e-49de-80b5-47fc08acc143","D06","KING","KING.AOS.fish.point.01","2020-10-20T13:46Z","2020-10-20T14:45Z",3,"KING.20201020.01.3.e-fisher","NOTSP","Notropis sp.",,25,"actual",,"0000-0003-1449-7081","Emerald shiner"
"ddfbfdbf-a162-4a36-a5f6-67bd377b7b46","D06","KING","KING.AOS.fish.point.01","2020-10-20T13:46Z","2020-10-20T14:45Z",3,"KING.20201020.01.3.e-fisher","CHRERY","Chrosomus erythrogaster",,490,"actual",,"0000-0003-1449-7081",
"c9ef9407-a73e-4233-909c-60630658f4ae","D06","KING","KING.AOS.fish.point.01","2020-10-20T13:46Z","2020-10-20T14:45Z",3,"KING.20201020.01.3.e-fisher","CAMANO","Campostoma anomalum",,78,"actual",,"0000-0003-1449-7081",
"cc42cd4b-1f6e-4b3d-9d03-aa38e3d1c257","D06","KING","KING.AOS.fish.point.01","2020-10-20T13:46Z","2020-10-20T14:45Z",3,"KING.20201020.01.3.e-fisher","ETHSPE","Etheostoma spectabile",,112,"actual",,"0000-0003-1449-7081",
"55b28ec2-8040-409b-aa40-f1f24036204b","D06","KING","KING.AOS.fish.point.01","2020-10-20T13:46Z","2020-10-20T14:45Z",3,"KING.20201020.01.3.e-fisher","SEMATR","Semotilus atromaculatus",,70,"actual",,"0000-0003-1449-7081",
"9d3dc834-bc72-47ba-8861-72ed15fde33c","D06","KING","KING.AOS.fish.point.03","2020-10-20T17:25Z","2020-10-20T18:00Z",1,"KING.20201020.03.1.e-fisher","ETHSPE","Etheostoma spectabile",,44,"actual",,"0000-0003-1449-7081",
"5b41e195-53e4-4b76-9e4b-d87318af8365","D06","KING","KING.AOS.fish.point.03","2020-10-20T17:25Z","2020-10-20T18:00Z",1,"KING.20201020.03.1.e-fisher","CHRERY","Chrosomus erythrogaster",,264,"actual",,"0000-0003-1449-7081",
"d57bc594-3c30-451d-a3a0-f0fccef75ad2","D06","KING","KING.AOS.fish.point.03","2020-10-20T17:25Z","2020-10-20T18:00Z",1,"KING.20201020.03.1.e-fisher","SEMATR","Semotilus atromaculatus",,9,"actual",,"0000-0003-1449-7081",
"78af8dc7-ac15-4705-9ba2-2985a165feb3","D06","KING","KING.AOS.fish.point.03","2020-10-20T20:34Z","2020-10-20T21:10Z",2,"KING.20201020.03.2.e-fisher","CAMANO","Campostoma anomalum",,62,"actual",,"0000-0003-1449-7081",
"e37a585f-7ff1-4735-9047-de6d63838941","D06","KING","KING.AOS.fish.point.03","2020-10-20T20:34Z","2020-10-20T21:10Z",2,"KING.20201020.03.2.e-fisher","ETHSPE","Etheostoma spectabile",,214,"actual",,"0000-0003-1449-7081",
"6f082735-9e21-4196-aa26-90c04953a757","D06","KING","KING.AOS.fish.point.03","2020-10-20T20:34Z","2020-10-20T21:10Z",2,"KING.20201020.03.2.e-fisher","CHRERY","Chrosomus erythrogaster",,243,"actual",,"0000-0003-1449-7081",
"8563710c-c952-44a1-92aa-2a9f68d9e8df","D06","KING","KING.AOS.fish.point.03","2020-10-20T20:34Z","2020-10-20T21:10Z",2,"KING.20201020.03.2.e-fisher","SEMATR","Semotilus atromaculatus",,60,"actual",,"0000-0003-1449-7081",
"ac439aa8-812c-41aa-a3d4-cbec9ad035e0","D06","KING","KING.AOS.fish.point.03","2020-10-20T22:15Z","2020-10-20T22:35Z",3,"KING.20201020.03.3.e-fisher","ETHSPE","Etheostoma spectabile",,73,"actual",,"0000-0003-1449-7081",
"ce534e0b-5d59-4219-a282-1eaf5adfc498","D06","KING","KING.AOS.fish.point.03","2020-10-20T22:15Z","2020-10-20T22:35Z",3,"KING.20201020.03.3.e-fisher","CHRERY","Chrosomus erythrogaster",,128,"actual",,"0000-0003-1449-7081",
"1c8b8714-5ac6-4e8a-b9e2-2669de9988c1","D06","KING","KING.AOS.fish.point.03","2020-10-20T22:15Z","2020-10-20T22:35Z",3,"KING.20201020.03.3.e-fisher","CAMANO","Campostoma anomalum",,36,"actual",,"0000-0003-1449-7081",
