uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,geneticSampleID,geneticSampleCode,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"11b6ca9e-eb48-41c1-898f-e4a1128e676d","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.KICKNET.1","A00000133659",,,"NEON.DOC.003046vE",,"OK - no known exceptions","run","modifiedKicknet",1,"sand",0.250,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"05db55da-5ae0-4462-aaf5-e6b802a8e442","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.SURBER.4","A00000133661",,,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",4,"cobble",0.093,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"370a0d12-d5e5-428e-8aa5-9cc4e2b44f67","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.SURBER.3","A00000133662","COMO.20200803.SURBER.3.DNA","A00000133691","NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",3,"cobble",0.093,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"4ade63cb-3722-4cfa-97cb-aec26724c97e","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.SURBER.5","A00000133660","COMO.20200803.SURBER.5.DNA","A00000133692","NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",5,"cobble",0.093,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"e08a2ab1-584e-42cc-8672-e0bd0a59f341","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.KICKNET.2","A00000133658",,,"NEON.DOC.003046vE",,"OK - no known exceptions","run","modifiedKicknet",2,"sand",0.250,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"cb7a27cd-2927-4126-8253-6efed9abc027","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.SURBER.2","A00000133674",,,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",2,"cobble",0.093,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"7d5016f7-9718-425e-b877-7345bc2421a1","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.KICKNET.3","A00000133657",,,"NEON.DOC.003046vE",,"OK - no known exceptions","run","modifiedKicknet",3,"sand",0.250,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"e4735edf-e1b5-4250-99b6-5183d04ce849","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-03T15:15Z","COMO.20200803",2,"COMO.20200803.SURBER.1","A00000133768","COMO.20200803.SURBER.1.DNA","A00000133676","NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",1,"cobble",0.093,,,,,,,"0000-0002-6718-4647","0000-0002-8545-6706",
"91f486f6-3f6a-48b0-9f4e-34e355bace14","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-31T16:23Z","COMO.20200831",3,"COMO.20200831.SURBER.1","A00000134595","COMO.20200831.SURBER.1.ARC","A00000245485","NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",1,"cobble",0.093,,,,,,,"0000-0002-8545-6706","0000-0002-6718-4647",
"1547c08c-43f9-4847-a567-714d61e1500d","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-31T16:23Z","COMO.20200831",3,"COMO.20200831.KICKNET.3","A00000134602",,,"NEON.DOC.003046vE",,"OK - no known exceptions","run","modifiedKicknet",3,"sand",0.250,,,,,,,"0000-0002-8545-6706","0000-0002-6718-4647",
"e81a6353-9e85-490d-ab07-6a6f53e5975e","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-31T16:23Z","COMO.20200831",3,"COMO.20200831.SURBER.4","A00000134598",,,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",4,"cobble",0.093,,,,,,,"0000-0002-8545-6706","0000-0002-6718-4647",
"1f411ff3-65b5-4b6b-86b8-340aca47180b","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-31T16:23Z","COMO.20200831",3,"COMO.20200831.SURBER.3","A00000134597","COMO.20200831.SURBER.3.ARC","A00000134487","NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",3,"cobble",0.093,,,,,,,"0000-0002-8545-6706","0000-0002-6718-4647",
"c4f1e4bd-112c-457c-95cc-a538d3417f18","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-31T16:23Z","COMO.20200831",3,"COMO.20200831.SURBER.5","A00000134599","COMO.20200831.SURBER.5.ARC","A00000134571","NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",5,"cobble",0.093,,,,,,,"0000-0002-8545-6706","0000-0002-6718-4647",
"621dc7b5-c963-4eb5-b04a-39194e0f6369","D13","COMO","COMO.AOS.reach",40.034962,-105.544164,1000.0,"WGS84",3021.6,1000.0,"stream","2020-08-31T16:23Z","COMO.20200831",3,"COMO.20200831.SURBER.2","A00000134596",,,"NEON.DOC.003046vE",,"OK - no known exceptions","riffle","surber",2,"cobble",0.093,,,,,,,"0000-0002-8545-6706","0000-0002-6718-4647",
