uid,domainID,siteID,namedLocation,collectDate,sortDate,qcSortDate,sampleID,sampleCode,mixedInvertVialID,mixedInvertVialCode,chironomidVialID,chironomidVialCode,oligochaeteVialID,oligochaeteVialCode,largeInvertVialID,largeInvertVialCode,testProtocolVersion,primaryMatrix,preRinseVolume,postRinseVolume,subsamplePercent,qcSortingEfficacy,qcIterationCount,qcPercentSimilarity,laboratoryName,sortedBy,qcSortedBy,benchRemarks,dataQF,qcEnumerationDifference,qcTaxonomicDifference
"f4af7faa-6c25-4055-a33a-f217fe9f2526","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-13",,"ARIK.20140929.CORER.3",,"ARIK.20140929.CORER.3",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","SnSgqzTvnxE=",,"algae","legacyData",,
"b3ab5781-952b-46c7-9293-a079d92b9918","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-14","2015-03-11","ARIK.20140929.CORER.1",,"ARIK.20140929.CORER.1",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,99.6,3,,"GEI Consultants Inc.","hzqZiAviHRc=","5Auu7JzpEoH1Oho3aejXfA==","algae; Difficult to clean sample for picking; Two initial QA checks failed; all eight samples re-picked under microscope; resulting QC (3) passed","legacyData",,
"cc0ab19a-3cf8-4ad6-adb5-69748932b2c2","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-15",,"ARIK.20140929.CORER.2",,"ARIK.20140929.CORER.2",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","SnSgqzTvnxE=",,"algae; Some leakage into outer baggie","legacyData",,
"1a57ec24-8033-49d8-bf3d-418b5ac9fea9","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-15",,"ARIK.20140929.CORER.2",,"ARIK.20140929.CORER.2",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","SnSgqzTvnxE=",,"algae; Some leakage into outer baggie","legacyData",,
"9a98d035-d646-458c-8bb0-2c2e02b3f659","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-14","2015-03-11","ARIK.20140929.CORER.1",,"ARIK.20140929.CORER.1",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,99.6,3,,"GEI Consultants Inc.","hzqZiAviHRc=","5Auu7JzpEoH1Oho3aejXfA==","algae; Difficult to clean sample for picking; Two initial QA checks failed; all eight samples re-picked under microscope; resulting QC (3) passed","legacyData",,
"1b93f090-417b-4acf-9a27-0bc87f4f3bc7","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-13",,"ARIK.20140929.CORER.3",,"ARIK.20140929.CORER.3",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","SnSgqzTvnxE=",,"algae","legacyData",,
"a9cb07c1-17a7-4df1-bab6-216d56597741","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-12",,"ARIK.20140929.KICKNET.2",,"ARIK.20140929.KICKNET.2",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","SnSgqzTvnxE=",,"algae","legacyData",,
"84b82f56-3f25-4759-b8a0-e15ce0014e8e","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-14",,"ARIK.20140929.KICKNET.4",,"ARIK.20140929.KICKNET.4",,"ARIK.20140929.KICKNET.4",,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","SnSgqzTvnxE=",,"algae","legacyData",,
"a3fda4f1-6548-4c1b-9edd-6e95dc3c9957","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-14",,"ARIK.20140929.KICKNET.5",,"ARIK.20140929.KICKNET.5",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","7NF5FzRmF4E=",,"grassy","legacyData",,
"b096774f-3d4a-4abe-9541-9a80c49e4156","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-14",,"ARIK.20140929.KICKNET.1",,"ARIK.20140929.KICKNET.1",,,,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,70.0,,,,"GEI Consultants Inc.","87Rl4NUfk20=",,"woody","legacyData",,
"28640c07-4622-421e-81e4-aa96132e562d","D10","ARIK","ARIK.AOS.reach","2014-09-29T18:20Z","2015-01-12",,"ARIK.20140929.KICKNET.3",,"ARIK.20140929.KICKNET.3",,"ARIK.20140929.KICKNET.3",,,,,,"Draft GEI SOP for NEON Benthic Macroinvertebrates v7","other (specified in remarks)",,,100.0,,,,"GEI Consultants Inc.","7NF5FzRmF4E=",,"woody","legacyData",,
