uid,domainID,siteID,namedLocation,passStartTime,passEndTime,passNumber,eventID,taxonID,scientificName,morphospeciesID,bulkFishCount,actualOrEstimated,identificationQualifier,identifiedBy,remarks
"58379ac7-af11-4099-9a9b-1cf44ef7f23e","D02","POSE","POSE.AOS.fish.point.04","2016-11-15T17:44Z","2016-11-15T18:47Z",1,"POSE.20161115.04.1.e-fisher","RHICAT","Rhinichthys cataractae",,39,"actual",,"jcoloso@battelleecology.org",
"4b2cc8fb-629d-4cca-85f6-a95e4cd3370f","D02","POSE","POSE.AOS.fish.point.02","2016-11-16T13:16Z","2016-11-16T14:22Z",1,"POSE.20161116.02.1.e-fisher","RHICAT","Rhinichthys cataractae",,84,"actual",,"jcoloso@battelleecology.org",
"a571171a-4ed1-48b5-a553-097f709e7fb0","D02","POSE","POSE.AOS.fish.point.02","2016-11-16T15:29Z","2016-11-16T16:03Z",2,"POSE.20161116.02.2.e-fisher","RHICAT","Rhinichthys cataractae",,61,"actual",,"jcoloso@battelleecology.org",
"b01ebf8d-1a97-4b36-8cc7-b11e5ae041e4","D02","POSE","POSE.AOS.fish.point.02","2016-11-16T16:51Z","2016-11-16T17:36Z",3,"POSE.20161116.02.3.e-fisher","RHICAT","Rhinichthys cataractae",,52,"actual",,"jcoloso@battelleecology.org",
"b542910c-6491-4bdb-9373-849a5821c1bb","D02","POSE","POSE.AOS.fish.point.06","2016-11-16T18:54Z","2016-11-16T19:55Z",1,"POSE.20161116.06.1.e-fisher","RHICAT","Rhinichthys cataractae",,205,"actual",,"jcoloso@battelleecology.org",
"8a2d686a-a590-4663-bcd4-37b0bd4321bc","D02","POSE","POSE.AOS.fish.point.07","2016-11-17T13:20Z","2016-11-17T13:58Z",1,"POSE.20161117.07.1.e-fisher","RHICAT","Rhinichthys cataractae",,109,"actual",,"jcoloso@battelleecology.org",
"17b6c247-f478-4e26-93c5-ece864514c73","D02","POSE","POSE.AOS.fish.point.07","2016-11-17T14:51Z","2016-11-17T15:24Z",2,"POSE.20161117.07.2.e-fisher","RHICAT","Rhinichthys cataractae",,84,"actual",,"jcoloso@battelleecology.org",
"28f666d4-8cb4-42b7-8bb0-cdf605b4b6b0","D02","POSE","POSE.AOS.fish.point.07","2016-11-17T15:50Z","2016-11-17T16:37Z",3,"POSE.20161117.07.3.e-fisher","RHICAT","Rhinichthys cataractae",,51,"actual",,"jcoloso@battelleecology.org",
"63a7d5d6-bce9-4bda-9c20-65a1c3871431","D02","POSE","POSE.AOS.fish.point.10","2016-11-17T18:14Z","2016-11-17T18:50Z",1,"POSE.20161117.10.1.e-fisher","RHICAT","Rhinichthys cataractae",,55,"actual",,"jcoloso@battelleecology.org",
"fa9c9594-a8b1-473b-bd3d-6c1ebba7c2e0","D02","POSE","POSE.AOS.fish.point.09","2016-11-18T13:33Z","2016-11-18T14:37Z",1,"POSE.20161118.09.1.e-fisher","RHICAT","Rhinichthys cataractae",,167,"actual",,"jcoloso@battelleecology.org",
"98a24c0f-9503-47c5-a806-e719d37d922d","D02","POSE","POSE.AOS.fish.point.09","2016-11-18T15:50Z","2016-11-18T16:40Z",2,"POSE.20161118.09.2.e-fisher","RHICAT","Rhinichthys cataractae",,82,"actual",,"jcoloso@battelleecology.org",
"3a10c075-25c7-4fa4-90be-2788cc050d28","D02","POSE","POSE.AOS.fish.point.09","2016-11-18T17:39Z","2016-11-18T18:06Z",3,"POSE.20161118.09.3.e-fisher","RHICAT","Rhinichthys cataractae",,40,"actual",,"jcoloso@battelleecology.org",
